strain	clade
a/duck/sleman/bbvw_599_33288/2007|h5n1|CY091892|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2007-07-30|2007-07-30	2.1.3.2
a/duck/magelang/bbvw_604_44402/2007|h5n1|CY091869|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2007-05-28|2007-05-28	2.1.3.2
a/duck/sleman/bbvw_29_32187/2008|h5n1|CY091959|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2008-01-15|2008-01-15	2.1.3.2
a/indonesia/tll011/2006|h5n1|EU015413|tropical|southeast_asia|indonesia|human|human|human|human|2006-XX-XX|2006	2.1.3.2
a/indonesia/cdc739/2006|h5n1|CY014529|tropical|southeast_asia|indonesia|human|human|human|human|2006-08-05|2006-08-05	2.1.3.2
a/chicken/magelang/bbvw_680_74x/2007|h5n1|CY091929|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2007-09-21|2007-09-21	2.1.3.2
a/indonesia/cdc669/2006|h5n1|CY014481|tropical|southeast_asia|indonesia|human|human|human|human|2006-06-13|2006-06-13	2.1.3.2
a/indonesia/175h/2005|h5n1|EU146640|tropical|southeast_asia|indonesia|human|human|human|human|2005-11-11|2005-11-11	2.1.3.2
a/chicken/kulonprogo/bbvw_453_11055/2007|h5n1|CY091885|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2007-07-12|2007-07-12	2.1.3.2
a/ferret/indonesia/5_f1/2005|h5n1|CY116654|tropical|southeast_asia|indonesia|ferret|unknown|unknown|unknown|2005-XX-XX|2005	2.1.3.2
a/duck/sleman/bbvw_599_33290/2007|h5n1|CY091894|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2007-07-30|2007-07-30	2.1.3.2
a/duck/bantul/bbvw_678_2d403/2007|h5n1|CY091921|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2007-09-21|2007-09-21	2.1.3.2
a/chicken/southkalimantan/ut521/2010|h5n1|AB685450|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2010-07-XX|2010-07	2.1.3.2
a/indonesia/cdc699/2006|h5n1|CY014497|tropical|southeast_asia|indonesia|human|human|human|human|2006-07-06|2006-07-06	2.1.3.2
a/chicken/kulonprogo/bbvw_667_601/2007|h5n1|CY091911|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2007-09-19|2007-09-19	2.1.3.2
a/chicken/indonesia/d10015/2010|h5n1|AB621354|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2010-06-XX|2010-06	2.1.3.2
a/indonesia/tll007/2006|h5n1|EU015409|tropical|southeast_asia|indonesia|human|human|human|human|2006-XX-XX|2006	2.1.3.2
a/duck/kulonprogo/bbvw_950_13267/2007|h5n1|CY091948|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2007-12-02|2007-12-02	2.1.3.2
a/chicken/badung/bbvd_216/2007|h5n1|CY091813|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2007-05-22|2007-05-22	2.1.3.2
a/muscovyduck/jakarta/habwin/2006|h5n1|EU124149|tropical|southeast_asia|indonesia|muscovyduck|Muscovy_duck|anseriforme|avian|2006-09-01|2006-09-01	2.1.3.2
a/chicken/indonesia/siak1631_2/2006|h5n1|EU124197|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.1.3.2
a/chicken/klungkung/bbvd_417/2007|h5n1|CY091808|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2007-08-06|2007-08-06	2.1.3.2
a/chicken/magelang/bbvw_680_744/2007|h5n1|CY091928|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2007-09-21|2007-09-21	2.1.3.2
a/chicken/eastkalimantan/ut511/2010|h5n1|AB685449|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2010-04-XX|2010-04	2.1.3.2
a/chicken/westjava/tasikob/2006|h5n1|KR732514|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.1.3.2
a/chicken/denpasar/bbvd_430/2007|h5n1|CY091778|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2007-08-15|2007-08-15	2.1.3.2
a/indonesia/cdc940/2006|h5n1|CY017654|tropical|southeast_asia|indonesia|human|human|human|human|2006-11-12|2006-11-12	2.1.3.2
a/chicken/bantul/bbvw_627_23296/2007|h5n1|CY091904|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2007-08-28|2007-08-28	2.1.3.2
a/chicken/sleman/bbvw_977_6/2012|h5n1|KP742870|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2012-06-XX|2012-06	2.1.3.2a
a/chicken/sukoharjo/bbvw_1148_07/2011|h5n1|KP742855|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-07-XX|2011-07	2.1.3.2a
a/chicken/surakarta/bbvw_sm_ak_yd_d_1309_9/2012|h5n1|KP742871|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2012-09-XX|2012-09	2.1.3.2a
a/chicken/bartim/bppvrv_126_4/2011|h5n1|KP742851|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-04-XX|2011-04	2.1.3.2a
a/environment/tangerangselatan/0813082_021/2013|h5n1|KP742924|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2013-03-XX|2013-03	2.1.3.2a
a/environment/eastjakarta/bppvrviii_413_ad/2011|h5n1|KP742863|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2011-09-XX|2011-09	2.1.3.2a
a/chicken/klungkung/bbvd_0259_5/2011|h5n1|KP742884|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-05-XX|2011-05	2.1.3.2a
a/chicken/karanganyar/bbvw_1146_07/2011|h5n1|KP742879|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-07-XX|2011-07	2.1.3.2a
a/chicken/gorontalo/bbvm_228_10/2011|h5n1|KP742856|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-03-XX|2011-03	2.1.3.2a
a/chicken/barru/bbvm41_13/2013|h5n1|KP742900|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2013-01-XX|2013-01	2.1.3.2a
a/environment/kotabekasi/0813082_015/2013|h5n1|KP742921|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2013-02-XX|2013-02	2.1.3.2a
a/environment/eastjakarta/bppvrviii_392_3/2011|h5n1|KP742864|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2011-09-XX|2011-09	2.1.3.2a
a/environment/eastjakarta/bppvrviii_447_au/2011|h5n1|KP742865|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2011-09-XX|2011-09	2.1.3.2a
a/chicken/kulonprogo/bbvw_1081_07a/2011|h5n1|KP742854|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-07-XX|2011-07	2.1.3.2a
a/duck/sidrap/bbvm63/2013|h5n1|KP742901|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2013-01-XX|2013-01	2.1.3.2a
a/chicken/mimika/0514574/2014|h5n1|KP742909|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2014-05-XX|2014-05	2.1.3.2a
a/chicken/buleleng/bbvd_0224b_4/2011|h5n1|KP742882|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-04-XX|2011-04	2.1.3.2a
a/chicken/tabanan/bbvd_0149_3/2011|h5n1|KP742885|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-03-XX|2011-03	2.1.3.2a
a/chicken/karangasem/bbvd_0209_4/2011|h5n1|KP742883|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-04-XX|2011-04	2.1.3.2a
a/environment/jakartatimur/0813082_005/2012|h5n1|KP742918|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2012-11-XX|2012-11	2.1.3.2a
a/chicken/sukoharjo/bbvw_218_03/2011|h5n1|KP742853|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-03-XX|2011-03	2.1.3.2a
a/chicken/bangli/bbvd_0245a_4/2011|h5n1|KP742849|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-04-XX|2011-04	2.1.3.2a
a/treesparrow/indonesia/d10013/2010|h5n1|AB621352|tropical|southeast_asia|indonesia|treesparrow|tree_sparrow|neoave|avian|2010-05-XX|2010-05	2.1.3.2a
a/chicken/sleman/bbvw_1908_12/2012|h5n1|KP742867|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2012-12-XX|2012-12	2.1.3.2a
a/bird/kulonprogo/bbvw_946_06/2011|h5n1|KP742878|tropical|southeast_asia|indonesia|bird|bird|other|avian|2011-06-XX|2011-06	2.1.3.2a
a/chicken/melak/bppvrv_32_1/2011|h5n1|KP742852|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-01-XX|2011-01	2.1.3.2a
a/environment/jakartabarat/0813082_006/2012|h5n1|KP742919|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2012-11-XX|2012-11	2.1.3.2a
a/chicken/tabanan/bbvd_0212_4/2011|h5n1|KP742848|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-04-XX|2011-04	2.1.3.2a
a/chicken/surakarta/bbvw_sm_ak_yd_e_1309_9/2012|h5n1|KP742872|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2012-09-XX|2012-09	2.1.3.2a
a/chicken/tabanan/bbvd_0178_3/2011|h5n1|KP742847|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-03-XX|2011-03	2.1.3.2a
a/quail/blitar/bbvw_790_05/2011|h5n1|KP742881|tropical|southeast_asia|indonesia|quail|quail|galliforme|avian|2011-05-XX|2011-05	2.1.3.2a
a/chicken/pekanbaru/bppvrii_91_3/2011|h5n1|KP742877|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-03-XX|2011-03	2.1.3.2b
a/chicken/karimun/bppvii719_11/2012|h5n1|KP742891|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2012-11-XX|2012-11	2.1.3.2b
a/chicken/padang/bppvrii_62_2/2011|h5n1|KP742850|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-02-XX|2011-02	2.1.3.2b
a/environment/southjakarta/bppvrviii_344_20/2010|h5n1|KP742858|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2010-12-XX|2010-12	2.1.3.2b
a/environment/jakartatimur/0813129_027/2013|h5n1|KP742932|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2013-05-XX|2013-05	2.1.3.2b
a/environment/eastjakarta/bppvrviii_344_25/2010|h5n1|KP742860|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2010-12-XX|2010-12	2.1.3.2b
a/environment/jakartatimur/0813129_029/2013|h5n1|KP742933|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2013-05-XX|2013-05	2.1.3.2b
a/chicken/indonesia/d10014/2010|h5n1|AB621353|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2010-06-XX|2010-06	2.1.3.2b
a/environment/kotabekasi/0813129_003/2013|h5n1|KP742930|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2013-11-XX|2013-11	2.1.3.2b
a/environment/westjakarta/bppvrviii_344_19/2010|h5n1|KP742857|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2010-12-XX|2010-12	2.1.3.2b
a/environment/eastjakarta/bppvrviii_492_cm/2011|h5n1|KP742866|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2011-09-XX|2011-09	2.1.3.2b
a/environment/bekasi/bppvrviii_344_08/2010|h5n1|KP742859|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2010-12-XX|2010-12	2.1.3.2b
a/environment/southjakarta/bppvrviii_52_99/2010|h5n1|KP742862|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2010-01-XX|2010-01	2.1.3.2b
a/environment/jakartapusat/0813129_008/2013|h5n1|KP742931|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2013-04-XX|2013-04	2.1.3.2b
a/environment/southjakarta/bppvrviii_52_84/2010|h5n1|KP742861|tropical|southeast_asia|indonesia|environment|environment|environment|environment|2010-05-XX|2010-05	2.1.3.2b
a/chicken/padang/bppvrii_51_2/2011|h5n1|KP742873|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2011-02-XX|2011-02	2.1.3.2b
a/chicken/solok/bppvrii_602/2009|h5n1|KP742875|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2009-06-XX|2009-06	2.1.3.3
a/chicken/southkalimantan/ut6028/2006|h5n1|GQ122571|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2006-11-XX|2006-11	2.1.3.3
a/chicken/southkalimantan/ut6029/2006|h5n1|GQ122400|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2006-11-XX|2006-11	2.1.3.3
a/chicken/waykanan/bbpviii/2006|h5n1|EU124086|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.1.3.3
a/swine/eastjava/ut6010/2007|h5n1|HM440123|tropical|southeast_asia|indonesia|swine|nonhuman_mammal|nonhuman_mammal|nonhuman_mammal|2007-XX-XX|2007	2.1.3.3
a/swine/banten/ut6001/2006|h5n1|HM440083|tropical|southeast_asia|indonesia|swine|nonhuman_mammal|nonhuman_mammal|nonhuman_mammal|2006-XX-XX|2006	2.1.3.3
a/chicken/eastjava/ut6044/2007|h5n1|GQ122402|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2007-03-XX|2007-03	2.1.3.3
a/swine/northsumatra/ut6004/2006|h5n1|HM440099|tropical|southeast_asia|indonesia|swine|nonhuman_mammal|nonhuman_mammal|nonhuman_mammal|2006-XX-XX|2006	2.1.3.3
a/chicken/pasaman/bbppvrii_656/2009|h5n1|KP742876|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2009-06-XX|2009-06	2.1.3.3
a/chicken/banten/ut6025/2006|h5n1|GQ122399|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2006-10-XX|2006-10	2.1.3.3
a/chicken/eastjava/ut6045/2007|h5n1|GQ122403|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2007-03-XX|2007-03	2.1.3.3
a/chicken/eastjava/ut6017/2006|h5n1|GQ122547|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2006-11-XX|2006-11	2.1.3.3
a/swine/eastjava/ut6005/2006|h5n1|HM440107|tropical|southeast_asia|indonesia|swine|nonhuman_mammal|nonhuman_mammal|nonhuman_mammal|2006-XX-XX|2006	2.1.3.3
a/chicken/eastjava/ut6023/2006|h5n1|GQ122563|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2006-11-XX|2006-11	2.1.3.3
a/swan/germany/r65/2006|h5n1|DQ464354|northern_hemisphere|europe|germany|swan|swan|anseriforme|avian|2006-02-XX|2006-02	2.2
a/muteswan/germany/r1359/2007|h5n1|AM749443|northern_hemisphere|europe|germany|muteswan|mute_swan|anseriforme|avian|2007-XX-XX|2007	2.2
a/chicken/germany/r3272/2007|h5n1|FM177127|northern_hemisphere|europe|germany|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.2
a/cygnusolor/astrakhan/ast05_2_10/2005|h5n1|DQ434889|northern_hemisphere|west_asia|russia|cygnusolor|mute_swan|anseriforme|avian|2005-11-26|2005-11-26	2.2
a/chicken/nigeria/08rs848_110/2007|h5n1|CY048131|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2007-09-01|2007-09-01	2.2
a/swan/bavaria/6/2007|h5n1|GU046764|northern_hemisphere|europe|germany|swan|swan|anseriforme|avian|2007-07-XX|2007-07	2.2
a/goose/islamabad/narc7757/2007|h5n1|CY034725|northern_hemisphere|west_asia|pakistan|goose|goose|anseriforme|avian|2007-XX-XX|2007	2.2
a/chicken/nigeria/08rs848_71/2007|h5n1|CY048483|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2007-02-16|2007-02-16	2.2
a/chicken/korea/is2/2006|h5n1|EU233683|northern_hemisphere|japan_korea|south_korea|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.2
a/muteswan/france/070203/2007|h5n1|AM749300|northern_hemisphere|europe|france|muteswan|mute_swan|anseriforme|avian|2007-XX-XX|2007	2.2
a/chicken/volgograd/236/06|h5n1|DQ864719|northern_hemisphere|west_asia|russia|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.2
a/chicken/nigeria/1071_7/2007|h5n1|EU148388|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.2
a/goose/lahore_pakistan/narc_3321/4/2006|h5n1|EU401795|northern_hemisphere|west_asia|pakistan|goose|goose|anseriforme|avian|2006-XX-XX|2006	2.2
a/muteswan/germany/r65/06|h5n1|AM403460|northern_hemisphere|europe|germany|muteswan|mute_swan|anseriforme|avian|2006-XX-XX|2006	2.2
a/swan/bavaria/14/2006|h5n1|EF165058|northern_hemisphere|europe|germany|swan|swan|anseriforme|avian|2006-XX-XX|2006	2.2
a/greylaggoose/bavaria/11/2007|h5n1|GU046772|northern_hemisphere|europe|germany|greylaggoose|greylag_goose|anseriforme|avian|2007-07-XX|2007-07	2.2
a/swan/bavaria/21/2006|h5n1|EF165065|northern_hemisphere|europe|germany|swan|swan|anseriforme|avian|2006-XX-XX|2006	2.2
a/chicken/rostov_on_don/35/2007|h5n1|EU401751|northern_hemisphere|west_asia|russia|chicken|chicken|galliforme|avian|2007-12-14|2007-12-14	2.2
a/falcon/saudiarabia/d1795/2005|h5n1|EU748903|northern_hemisphere|west_asia|saudi_arabia|falcon|falcon|neoave|avian|2005-XX-XX|2005	2.2
a/tuftedduck/bavaria/9/2006|h5n1|EF165053|northern_hemisphere|europe|germany|tuftedduck|Tufted_duck|anseriforme|avian|2006-XX-XX|2006	2.2
a/chicken/nigeria/08rs848_33/2006|h5n1|CY048275|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2006-07-19|2006-07-19	2.2
a/cygnusolor/astrakhan/ast05_2_7/2005|h5n1|DQ363923|northern_hemisphere|west_asia|russia|cygnusolor|mute_swan|anseriforme|avian|2005-XX-XX|2005	2.2
a/bar_headedgoose/qinghai/2/2007|h5n1|HQ020365|northern_hemisphere|china|china|bar_headedgoose|bar-headed_goose|anseriforme|avian|2007-05-XX|2007-05	2.2
a/goose/hungary/14756/2006|h5n1|FJ445242|northern_hemisphere|europe|hungary|goose|goose|anseriforme|avian|2006-06-06|2006-06-06	2.2
a/muteswan/switzerland/v68/2006|h5n1|EU016350|northern_hemisphere|europe|switzerland|muteswan|mute_swan|anseriforme|avian|2006-XX-XX|2006	2.2
a/goosander/switzerland/v82/06|h5n1|EF110518|northern_hemisphere|europe|switzerland|goosander|goosander|anseriforme|avian|2006-XX-XX|2006	2.2
a/chicken/sudan/2115_9/2006|h5n1|DQ862000|tropical|africa|sudan|chicken|chicken|galliforme|avian|2006-05-XX|2006-05	2.2
a/duck/novosibirsk/02/05|h5n1|DQ864711|northern_hemisphere|west_asia|russia|duck|duck|anseriforme|avian|2005-XX-XX|2005	2.2
a/coot/germany/r655/06|h5n1|AM403469|northern_hemisphere|europe|germany|coot|coot|neoave|avian|2006-XX-XX|2006	2.2
a/chicken/crimea/08/2005|h5n1|DQ650663|northern_hemisphere|europe|ukraine|chicken|chicken|galliforme|avian|2005-XX-XX|2005	2.2
a/mallard/switzerland/v537/2006|h5n1|EU016356|northern_hemisphere|europe|switzerland|mallard|mallard|anseriforme|avian|2006-XX-XX|2006	2.2
a/muteswan/germany/r854/06|h5n1|AM403471|northern_hemisphere|europe|germany|muteswan|mute_swan|anseriforme|avian|2006-XX-XX|2006	2.2
a/falcon/kuwait/1019_7/2007|h5n1|EU391537|northern_hemisphere|west_asia|kuwait|falcon|falcon|neoave|avian|2007-XX-XX|2007	2.2
a/chicken/kuwait/kisr6/2007|h5n1|CY029972|northern_hemisphere|west_asia|kuwait|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.2
a/cygnusolor/caspiansea/2006|h5n1|CY063860|northern_hemisphere|west_asia|russia|avian|bird|other|avian|2006-XX-XX|2006	2.2
a/wildduck/omsk/103_01/05|h5n1|DQ864721|northern_hemisphere|west_asia|russia|wildduck|duck|anseriforme|avian|2005-XX-XX|2005	2.2
a/swan/england/av346_2197/2008|h5n1|CY103954|northern_hemisphere|europe|united_kingdom|swan|swan|anseriforme|avian|2008-01-XX|2008-01	2.2
a/black_neckedgrebe/germany/r1393/2007|h5n1|AM773724|northern_hemisphere|europe|germany|black_neckedgrebe|black_neckedgrebe|other|avian|2007-XX-XX|2007	2.2
a/chicken/nigeria/1047_8/2006|h5n1|CY016907|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.2
a/chicken/nigeria/1071_9/2007|h5n1|EU148396|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.2
a/tuftedduck/bavaria/4/2006|h5n1|EF165048|northern_hemisphere|europe|germany|tuftedduck|Tufted_duck|anseriforme|avian|2006-XX-XX|2006	2.2
a/goose/hungary/2823/2/2007|h5n1|EF446771|northern_hemisphere|europe|hungary|goose|goose|anseriforme|avian|2007-XX-XX|2007	2.2
a/chicken/nigeria/1047_34/2006|h5n1|CY016947|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.2
a/chicken/russia_krasnodar/2/2007|h5n1|EF605603|northern_hemisphere|west_asia|russia|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.2
a/cygnusolor/bih/1/2006|h5n1|FM209433|northern_hemisphere|europe|bosnia_herzegovina|cygnusolor|mute_swan|anseriforme|avian|2006-XX-XX|2006	2.2
a/chicken/nigeria/08rs848_77/2007|h5n1|CY048523|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2007-03-14|2007-03-14	2.2
a/chicken/romania/3076/05|h5n1|AM911079|northern_hemisphere|europe|romania|chicken|chicken|galliforme|avian|2005-XX-XX|2005	2.2
a/chicken/germany/r3234/2007|h5n1|FM177119|northern_hemisphere|europe|germany|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.2
a/buzzard/bavaria/13/2006|h5n1|EF165057|northern_hemisphere|europe|germany|buzzard|buzzard|neoave|avian|2006-XX-XX|2006	2.2
a/stonemarten/germany/r747/2006|h5n1|AM492165|northern_hemisphere|europe|germany|stonemarten|nonhuman_mammal|nonhuman_mammal|nonhuman_mammal|2006-XX-XX|2006	2.2
a/cygnusolor/astrakhan/ast05_2_8/2005|h5n1|DQ399540|northern_hemisphere|west_asia|russia|cygnusolor|mute_swan|anseriforme|avian|2005-11-XX|2005-11	2.2
a/chicken/astana/6/2005|h5n1|FJ390028|northern_hemisphere|west_asia|kazakhstan|chicken|chicken|galliforme|avian|2005-06-XX|2005-06	2.2
a/chicken/pakistan/spvc_7/2007|h5n1|CY068906|northern_hemisphere|west_asia|pakistan|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.2
a/cygnusolor/astrakhan/ast05_2_3/2005|h5n1|DQ358746|northern_hemisphere|west_asia|russia|cygnusolor|mute_swan|anseriforme|avian|2005-11-26|2005-11-26	2.2
a/swan/bavaria/29/2006|h5n1|GU046720|northern_hemisphere|europe|germany|swan|swan|anseriforme|avian|2006-04-XX|2006-04	2.2
a/duck/switzerland/v426/2006|h5n1|EU016353|northern_hemisphere|europe|switzerland|duck|duck|anseriforme|avian|2006-XX-XX|2006	2.2
a/whooperswan/mongolia/3/05|h5n1|AB233320|northern_hemisphere|west_asia|mongolia|whooperswan|whooper_swan|anseriforme|avian|2005-07-XX|2005-07	2.2
a/chicken/romania/3293/05|h5n1|AM911080|northern_hemisphere|europe|romania|chicken|chicken|galliforme|avian|2005-XX-XX|2005	2.2
a/canadagoose/germany/r1207/2006|h5n1|AM403474|northern_hemisphere|europe|germany|canadagoose|canada_goose|anseriforme|avian|2006-XX-XX|2006	2.2
a/commonpochard/switzerland/wv4080110/2008|h5n1|GU560030|northern_hemisphere|europe|switzerland|commonpochard|common_pochard|anseriforme|avian|2008-02-19|2008-02-19	2.2
a/chicken/westbengal/81760/2008|h5n1|GU083618|tropical|south_asia|india|chicken|chicken|galliforme|avian|2008-01-19|2008-01-19	2.2
a/chicken/pakistan/spvc_7/2008|h5n1|CY068908|northern_hemisphere|west_asia|pakistan|chicken|chicken|galliforme|avian|2008-XX-XX|2008	2.2
a/chicken/czechrepublic/11242_38/2007|h5n1|EU443553|northern_hemisphere|europe|czech_republic|chicken|chicken|galliforme|avian|2007-07-11|2007-07-11	2.2
a/turkey/ivorycoast/4372_2/2006|h5n1|CY020693|tropical|africa|cote_d_ivoire|turkey|turkey|galliforme|avian|2006-12-XX|2006-12	2.2
stjudeh5n1influenzaseedvirus163222|h5n1|DQ659327|northern_hemisphere|china|china|avian|bird|other|avian|2005-XX-XX|2005	2.2
a/chicken/pakistan_khi/narc_520/2008|h5n1|JF827075|northern_hemisphere|west_asia|pakistan|chicken|chicken|galliforme|avian|2008-01-08|2008-01-08	2.2
a/chicken/nigeria/08rs848_121/2007|h5n1|CY048187|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2007-10-18|2007-10-18	2.2
a/duck/korea/asan6/2006|h5n1|EU233715|northern_hemisphere|japan_korea|south_korea|duck|duck|anseriforme|avian|2006-XX-XX|2006	2.2
a/swan/england/av26_68/2008|h5n1|CY103943|northern_hemisphere|europe|united_kingdom|swan|swan|anseriforme|avian|2008-01-XX|2008-01	2.2
a/cat/dagestan/87/06|h5n1|DQ864720|northern_hemisphere|west_asia|russia|cat|nonhuman_mammal|nonhuman_mammal|nonhuman_mammal|2006-XX-XX|2006	2.2
a/duck/switzerland/v487/2006|h5n1|EU016354|northern_hemisphere|europe|switzerland|duck|duck|anseriforme|avian|2006-XX-XX|2006	2.2
a/chicken/nigeria/08rs848_39/2006|h5n1|CY048299|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2006-09-02|2006-09-02	2.2
a/guineafowl/burkinafaso/1347_20/2006|h5n1|EU277841|tropical|africa|burkina_faso|guineafowl|guinea_fowl|galliforme|avian|2006-XX-XX|2006	2.2
a/chicken/nigeria/1071_1/2007|h5n1|EU148356|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.2
a/chicken/poland/r3248/2007|h5n1|FM163440|northern_hemisphere|europe|poland|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.2
a/chicken/nigeria/08rs848_94/2007|h5n1|CY048619|tropical|africa|nigeria|chicken|chicken|galliforme|avian|2007-07-19|2007-07-19	2.2
a/chicken/ivorycoast/1787_35/2006|h5n1|CY021517|tropical|africa|cote_d_ivoire|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.2
a/duck/novosibirsk/56/2005|h5n1|DQ230522|northern_hemisphere|west_asia|russia|duck|duck|anseriforme|avian|2005-XX-XX|2005	2.2
a/chicken/iran/53_3/2008|h5n1|FJ445017|northern_hemisphere|west_asia|iran|chicken|chicken|galliforme|avian|2008-XX-XX|2008	2.2
a/canadagoose/bavaria/4/2007|h5n1|GU046760|northern_hemisphere|europe|germany|canadagoose|canada_goose|anseriforme|avian|2007-06-XX|2007-06	2.2
a/eagleowl/germany/r1166/06|h5n1|AM403473|northern_hemisphere|europe|germany|eagleowl|Eurasian_eagle-owl|neoave|avian|2006-XX-XX|2006	2.2
a/chicken/sihala/narc3303.4/2006|h5n1|CY037770|northern_hemisphere|west_asia|pakistan|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.2
